Name,Model,Price,City,Voivodeship,Production Year,Mileage,Engine Type,Engine Capacity
Iveco,DAILY 35-180 3.0 Diesel 180KM * HiMATIZ * WYWROTKA 3-Stronna * BOGATA * SUPER STAN!,119 700 PLN,Daleszyce,Świętokrzyskie,2017,219 000 km,Diesel,3 000 cm3
Renault,Trafic,19 900 PLN,Drezdenko,Lubuskie,2006,223 000 km,Diesel,1 870 cm3
Ford,"Transit, Pełne Wyposażenie",28 900 PLN,Łask,Łódzkie,2011,257 000 km,Diesel,2 200 cm3
Iveco,Daily,144 900 PLN,Okaliniec,Wielkopolskie,2021,36 800 km,Diesel,3 000 cm3
Fiat,Doblo,34 900 PLN,Okaliniec,Wielkopolskie,2017,100 000 km,Diesel,1 300 cm3
Renault,Master,51 537 PLN,Starogard Gdański,Pomorskie,2017,477 000 km,Diesel,2 229 cm3
Citroën,Jumper,57 900 PLN,Okaliniec,Wielkopolskie,2018,150 000 km,Diesel,2 000 cm3
Fiat,Ducato,168 817 PLN,Siedlce,Mazowieckie,2023,1 km,Diesel,2 200 cm3
Peugeot,Boxer,60 268 PLN,Kryspinów,Małopolskie,2012,129 821 km,Diesel,2 199 cm3
Renault,MASTER,69 987 PLN,Starogard Gdański,Pomorskie,2018,380 000 km,Diesel,2 299 cm3
Volkswagen,transporter,65 190 PLN,Rybnik,Śląskie,2017,267 000 km,Diesel,1 968 cm3
Ford,Transit Connect,19 900 PLN,Plewno,Kujawsko-pomorskie,2010,172 981 km,Diesel,1 753 cm3
Ford,Transit Custom L2H1 2.0 *PRAWIE NOWY*,173 430 PLN,Jarocin,Wielkopolskie,2023,3 000 km,Diesel,2 000 cm3
Renault,Kangoo,42 900 PLN,Warszawa,Mazowieckie,2018,119 000 km,Diesel,1 461 cm3
Citroën,Jumper,88 900 PLN,Warszawa,Mazowieckie,2020,189 000 km,Diesel,2 179 cm3
Iveco,DAILY 35C17,36 900 PLN,Gdańsk,Pomorskie,2010,356 711 km,Diesel,2 998 cm3
Opel,Movano,79 900 PLN,Warszawa,Mazowieckie,2019,220 000 km,Diesel,2 299 cm3
Renault,Master,48 708 PLN,Starogard Gdański,Pomorskie,2017,525 000 km,Diesel,2 299 cm3
Renault,MASTER,26 900 PLN,Budzyń,Wielkopolskie,2011,439 000 km,Diesel,2 299 cm3
Fiat,DUCATO,34 900 PLN,Budzyń,Wielkopolskie,2011,288 000 km,Diesel,2 287 cm3
Fiat,"Średniak, L2 H2",26 800 PLN,Łask,Łódzkie,2011,257 000 km,Diesel,2 200 cm3
Renault,Master,39 999 PLN,Kraków,Małopolskie,2016,699 136 km,Diesel,2 299 cm3
Fiat,Talento L2H1,58 500 PLN,Piła,Wielkopolskie,2017,95 100 km,Diesel,1 600 cm3
Renault,Trafic 3 III,51 500 PLN,Piła,Wielkopolskie,2016,135 000 km,Diesel,1 600 cm3
Fiat,Ducato,16 900 PLN,Zielona Góra,Lubuskie,2005,299 288 km,Diesel,2 800 cm3
Citroën,Berlingo,38 900 PLN,Warszawa,Mazowieckie,2018,167 901 km,Diesel,1 600 cm3
Renault,Mascott,44 444 PLN,Brzesko,Małopolskie,Niski przebieg,2006,2 995 cm3,131 000 km
Citroën,Jumpy M gwarancja nawigacja klima tempomat,73 677 PLN,Suchy Las,Wielkopolskie,2018,157 670 km,Diesel,2 000 cm3
Citroën,Nemo,28 000 PLN,Gliwice,Śląskie,2016,112 000 km,Diesel,1 248 cm3
Opel,vivaro,147 500 PLN,Piła,Wielkopolskie,2022,4 000 km,Diesel,1 997 cm3
Volkswagen,VW T6 2.0 TDI DSG,73 677 PLN,Tomaszów Mazowiecki,Łódzkie,2016,158 500 km,Diesel,1 968 cm3
Iveco,Daily/50c18/E6/2018rok/Bliźniak/Chłodnia/3.5T/,79 900 PLN,Bodzentyn,Świętokrzyskie,2018,400 654 km,Diesel,2 998 cm3
Ford,"Transit Connect Long *72999zł NETTO* 1,5TdCi/101KM",89 788 PLN,Goślinowo,Wielkopolskie,2019,77 000 km,Diesel,1 499 cm3
Renault,MASTER*L2H2*TEMPOMAT*KLIMATYZACJA*NAVI*KAMERA,60 900 PLN,Rybnik,Śląskie,2019,192 459 km,Diesel,2 299 cm3
Iveco,DAILY 35S16H3.0 SKRZYNIA OTWARTA,199 900 PLN,Gdańsk,Pomorskie,2023,10 km,Diesel,2 998 cm3
Dacia,DOKKER,30 750 PLN,Magnice,Dolnośląskie,2018,180 858 km,Benzyna+LPG,1 598 cm3
Peugeot,"Boxer Skrzynia otwarta 4,9m x 2,1m",157 181 PLN,Sosnowiec,Śląskie,2022,2 km,Diesel,2 179 cm3
Renault,Master,172 200 PLN,Wołczyn,Opolskie,2021,205 000 km,Diesel,2 300 cm3
Renault,Master Plandeka | 607-599-449,199 137 PLN,Kraków,Małopolskie,2023,1 km,Diesel,2 299 cm3
Renault,Master,189 297 PLN,Wrocław,Dolnośląskie,2021,7 736 km,Diesel,2 299 cm3
Fiat,DUCATO,122 877 PLN,Kalisz,Wielkopolskie,2021,92 000 km,Diesel,2 287 cm3
MAN,TGE 3.180,153 258 PLN,Myślenice,Małopolskie,2020,67 708 km,Diesel,1 968 cm3
Ford,Transit Custom,109 470 PLN,Kolonia Lesznowola,Mazowieckie,2021,82 571 km,Diesel,1 979 cm3
Volkswagen,T5 2.0 TDI CR LIFT,49 900 PLN,Łopuszno,Świętokrzyskie,2013,180 000 km,Diesel,2 000 cm3
Renault,MASER,129 765 PLN,Będzin,Śląskie,2019,138 800 km,Diesel,2 299 cm3
Citroën,BERLINGO VAN M,114 699 PLN,Krasne,Podkarpackie,2023,2 km,Benzyna,1 199 cm3
Ford,Transit Custom,98 000 PLN,Kamionka,Lubelskie,2018,207 426 km,2018,Diesel
Ford,Transit Courier,36 900 PLN,Rybnik,Śląskie,2019,164 583 km,Diesel,1 499 cm3
Iveco,Daily 35C11,73 800 PLN,Żukowo,Pomorskie,2009,415 000 km,Diesel,2 287 cm3
Peugeot,Boxer,69 900 PLN,Okaliniec,Wielkopolskie,2017,137 700 km,Diesel,2 000 cm3
Ford,"Transit Connect *49999zł NETTO* 1,5 TdCi/100KM",61 498 PLN,Goślinowo,Wielkopolskie,2019,86 000 km,Diesel,1 499 cm3
Mercedes-Benz,SPRINTER 316,49 900 PLN,Nowe Miasto nad Pilicą,Mazowieckie,2013,212 000 km,Diesel,2 200 cm3
Volkswagen,Crafter Furgon L4H3,206 492 PLN,Płock,Mazowieckie,2023,8 km,Diesel,1 978 cm3
Peugeot,Boxer,29 900 PLN,Płock,Mazowieckie,2012,247 000 km,Diesel,2 198 cm3
Peugeot,Boxer,55 000 PLN,Lubnia,Pomorskie,2015,333 075 km,Diesel,2 198 cm3
Fiat,Ducato,83 900 PLN,Łuków,Lubelskie,2020,180 000 km,Diesel,2 287 cm3
Toyota,PROACE CITY,89 900 PLN,Warszawa,Mazowieckie,2020,30 717 km,Diesel,1 499 cm3
Mercedes-Benz,Sprinter,59 900 PLN,Szczecin,Zachodniopomorskie,2014,356 000 km,Diesel,2 143 cm3
Ford,Transit Custom L2 Long 2.0TDCI 170KM Tylko 101tys km SALON PL FV23%,104 700 PLN,Kielce,Świętokrzyskie,2018,101 470 km,Diesel,2 000 cm3
Peugeot,BOXER,24 600 PLN,Gorlice,Małopolskie,2011,270 000 km,Diesel,2 198 cm3
Ford,Transit Connect,66 420 PLN,Otmuchów,Opolskie,2019,196 123 km,Diesel,1 500 cm3
Citroën,"JUMPER DOKA 3,90 cm Długa 15 Tyś Km NOWY NOWY NOWY SALON PL",133 333 PLN,Daleszyce,Świętokrzyskie,2021,15 627 km,Diesel,2 179 cm3
Fiat,DUCATO L4H3 BRYGADÓWKA 6 OSÓB,78 800 PLN,Wilkowice,Wielkopolskie,2017,219 000 km,Diesel,1 997 cm3
Fiat,DUCATO DOKA 7 OSÓB,95 888 PLN,Wilkowice,Wielkopolskie,2017,85 000 km,Diesel,1 997 cm3
Fiat,DUCATO DOKA 7 OSÓB,95 888 PLN,Wilkowice,Wielkopolskie,2017,85 000 km,Diesel,1 997 cm3
Renault,Master Kontener Plaster Miodu,194 832 PLN,Liszki,Małopolskie,2022,1 km,Diesel,2 299 cm3
Ford,TRANSIT NOWY PLANDEKA WINDA 8 PALET KLIMATYZACJA TEMPOMAT ASO GWARANCJA 130KM [ 2498 ],229 887 PLN,Wałbrzych,Dolnośląskie,2022,11 km,Diesel,2 000 cm3
Mercedes-Benz,eVITO 112 Furgon ekstra długi,292 740 PLN,Ruda Śląska,Śląskie,2023,10 km,2023,Elektryczny
Mitsubishi,CANTER FUSO 7C18,14 900 PLN,Pułtusk,Mazowieckie,2008,486 000 km,Diesel,4 990 cm3
Volkswagen,CRAFTER,39 000 PLN,Łódź,Łódzkie,2009,524 402 km,Diesel,2 461 cm3
Renault,Master SKLEP BAR FOODTRUCK AUTOSKLEP KONTENER NISKOPODŁOGOWY KLIMA,91 900 PLN,Poręba,Śląskie,2018,87 474 km,Diesel,2 299 cm3
Renault,Master,74 900 PLN,Wolbrom,Małopolskie,2019,124 001 km,Diesel,2 299 cm3
Fiat,Scudo,25 500 PLN,Warszawa,Mazowieckie,2011,204 000 km,Diesel,1 997 cm3
Peugeot,BOXER,56 457 PLN,Kutno,Łódzkie,2015,232 023 km,Diesel,2 999 cm3
Mercedes-Benz,vito,69 987 PLN,Nowe Miasto Lubawskie,Warmińsko-mazurskie,2018,73 000 km,Diesel,2 143 cm3
Renault,"MEBLOWY Długi 4,52cm Wysoki 2,33cm Wzmacnione ZAWIESZENIE PODUCHY TYLNEJ OSI+KOMPRESOR  SALON PL STAN JAK NOWY",138 999 PLN,Daleszyce,Świętokrzyskie,2020,82 863 km,Diesel,2 299 cm3
Volkswagen,CRAFTER IZOTERMA -8 PALET  BLIRZNIAK 159 Tyś km SALON PL,84 999 PLN,Daleszyce,Świętokrzyskie,2014,159 409 km,Diesel,1 968 cm3
Citroën,JUMPER 10 Palet 163 KM Tempomat LEDY Fotel Pnełmatyczny,79 999 PLN,Daleszyce,Świętokrzyskie,2016,170 454 km,Diesel,1 997 cm3
Volkswagen,"CRAFTER Zabudowa WARSZTATOWA Sortimo HD LOND 4,80 cm 81 Tyś km SALON PL SERWIS DO OSTATNIEGO Km ASO VW",115 555 PLN,Daleszyce,Świętokrzyskie,2016,81 403 km,Diesel,1 968 cm3
Renault,Trafic,24 900 PLN,Radoszyce,Świętokrzyskie,2002,290 000 km,Diesel,1 870 cm3
Peugeot,Boxer,45 510 PLN,Piła,Wielkopolskie,2012,196 000 km,Diesel,2 198 cm3
Fiat,Ducato,147 969 PLN,Warszawa,Mazowieckie,2023,2 179 cm3,2023,Diesel
Iveco,Daily 35S18,169 125 PLN,Zgierz,Łódzkie,2018,108 000 km,Diesel,2 998 cm3
Iveco,DAILY 35S18 PLANDEKA 10 PALET WEBASTO TEMPOMAT 180KM [ 198000 ],94 587 PLN,Wałbrzych,Dolnośląskie,2017,345 600 km,Diesel,3 000 cm3
Mercedes-Benz,VITO,10 000 PLN,Drawsko Pomorskie,Zachodniopomorskie,2001,187 119 km,Diesel,2 148 cm3
Fiat,Ducato,71 900 PLN,Łuków,Lubelskie,2019,155 000 km,Diesel,2 287 cm3
Ford,tourneo Courier,29 900 PLN,Tychy,Śląskie,2016,149 000 km,Diesel,1 498 cm3
Citroën,JUMPER,29 000 PLN,Dębnica Kaszubska,Pomorskie,2008,314 000 km,Diesel,2 198 cm3
MAN,"Iveco Daily 3,0 WINDA KONTENER 8EP 4,22x2,12x2,13 KLIMA 35S15 UAL",89 900 PLN,Poręba,Śląskie,2016,222 057 km,Diesel,2 998 cm3
Citroën,JUMPER,29 999 PLN,Dębnica Kaszubska,Pomorskie,2013,315 000 km,Diesel,2 198 cm3
Cenntro TeeMak,,83 179 PLN,Warszawa,Mazowieckie,2022,1 km,2022,Elektryczny
Cenntro Logistar 200,,151 940 PLN,Warszawa,Mazowieckie,2021,1 km,2021,Elektryczny
Renault,Master dCi L3 Pack Clim Skrzynia 7 osób,159 900 PLN,Szczecin,Zachodniopomorskie,2022,482 km,Diesel,2 299 cm3
Iveco,"35S18HA8V, dach 2100mm,",217 710 PLN,Bydgoszcz,Kujawsko-pomorskie,2023,10 km,Diesel,2 998 cm3
Citroën,Jumper,38 622 PLN,Września,Wielkopolskie,2020,56 000 km,Diesel,1 997 cm3
Mercedes-Benz,Sprinter 517,269 999 PLN,Zielona Góra,Lubuskie,2023,5 km,Diesel,1 950 cm3
Ford,Transit,108 240 PLN,Warszawa,Mazowieckie,2017,163 508 km,Diesel,1 995 cm3
Ford,Transit Connect,141 450 PLN,Warszawa,Mazowieckie,2023,1 499 cm3,2023,Diesel
Dacia,Dokker,15 000 PLN,Jędrzejów,Świętokrzyskie,2013,179 816 km,Benzyna+LPG,1 600 cm3
Opel,Movano,164 697 PLN,Wrocław,Dolnośląskie,2023,6 km,Diesel,2 179 cm3
Mercedes-Benz,Sprinter 315 CDI,240 999 PLN,Zielona Góra,Lubuskie,2023,5 km,Diesel,1 950 cm3
Opel,MOVANO,99 015 PLN,Raszyn,Mazowieckie,2019,162 000 km,Diesel,2 300 cm3
Mercedes-Benz,Sprinter,84 870 PLN,Sobienie-Jeziory,Mazowieckie,2014,231 000 km,Diesel,2 143 cm3
Mercedes-Benz,"VITO  116 CDI  2,2 163 KM",71 990 PLN,Grudziądz,Kujawsko-pomorskie,2017,142 000 km,Diesel,2 143 cm3
Mercedes-Benz,Sprinter,132 840 PLN,Kowary,Dolnośląskie,2020,280 000 km,2020,Diesel
Renault,Master Skrzynia 10 ep.,201 597 PLN,Liszki,Małopolskie,2022,1 km,2022,Diesel
Volkswagen,Crafter,68 757 PLN,Sobienie-Jeziory,Mazowieckie,2016,319 000 km,Diesel,1 968 cm3
MAN,"Iveco Daily KONTENER 8EP 4,14x2,21x2,20 KLIMA UAL KRAJOWY",74 800 PLN,Poręba,Śląskie,2016,211 581 km,Diesel,2 287 cm3
Ford,Transit Custom,105 780 PLN,Warszawa,Mazowieckie,2019,160 000 km,Diesel,1 998 cm3
Opel,Vivaro,211 000 PLN,Warszawa,Mazowieckie,2022,500 km,2022,Elektryczny
Ford,Transit Courier,41 899 PLN,Warszawa,Mazowieckie,2017,133 153 km,Diesel,1 499 cm3
Ford,"Transit L3H2 *66999zł NETTO* 2,0 TdCi/131KM",82 408 PLN,Goślinowo,Wielkopolskie,2017,170 000 km,Diesel,1 995 cm3
Volkswagen,TRANSPORTER,15 900 PLN,Chojnice,Pomorskie,2000,381 000 km,Diesel,2 461 cm3
Mercedes-Benz,Sprinter,69 000 PLN,Wawrzeńczyce,Małopolskie,2012,249 970 km,Diesel,2 143 cm3
Ford,Connect Van,127 797 PLN,Jelonek,Wielkopolskie,2023,1 km,Diesel,1 499 cm3
Fiat,ducato,49 900 PLN,Miłoszewo,Pomorskie,2013,269 000 km,Diesel,2 300 cm3
Renault,Master,99 507 PLN,Płock,Mazowieckie,2019,103 900 km,Diesel,2 299 cm3
MAN,"Iveco Daily KONTENER 8EP 4,14x2,21x2,20 KLIMA UAL KRAJOWY",82 900 PLN,Poręba,Śląskie,2017,171 513 km,Diesel,2 287 cm3
Mitsubishi,Canter,20 000 PLN,Piotrkowice Małe,Małopolskie,1995,211 500 km,Diesel,3 298 cm3
Iveco,IVECO 35S18H/P AUTOLAWETA 3.0 179 KM,109 470 PLN,Pietrzykowice,Dolnośląskie,2019,357 126 km,Diesel,2 998 cm3
Iveco,35S18,220 170 PLN,Wrocław,Dolnośląskie,2023,1 km,Diesel,2 999 cm3
Renault,Master L3 Zabudowa 10EP 165KM,211 558 PLN,Chorzów,Śląskie,2023,1 km,Diesel,2 299 cm3
Iveco,35s18,217 218 PLN,Wrocław,Dolnośląskie,2023,1 km,Diesel,2 999 cm3
Ford,TRANSIT ​*L3H2​*2.0TDCI​*AUTOMAT​*130KM​*TEMPOMAT​*KLIMATYZACJA​*6,62 900 PLN,Rybnik,Śląskie,2019,105 013 km,Diesel,1 997 cm3
Opel,Movano,19 900 PLN,Kielce,Świętokrzyskie,2011,280 124 km,Diesel,2 299 cm3
Ford,Transit Connect,66 420 PLN,Otmuchów,Opolskie,2019,196 123 km,Diesel,1 500 cm3
Peugeot,PARTNER,36 500 PLN,Odolanów,Wielkopolskie,2018,192 084 km,Diesel,1 560 cm3
Fiat,Doblo,113 037 PLN,Warszawa,Mazowieckie,2022,1 km,Diesel,1 598 cm3
Evum Motors Evum A-CAR LELLEK,,115 497 PLN,Wrocław,Dolnośląskie,2022,1 km,2022,Elektryczny
Evum Motors Evum A-CAR LELLEK,,115 497 PLN,Wrocław,Dolnośląskie,2022,1 km,2022,Elektryczny
Ford,Transit Connect,38 130 PLN,Kraków,Małopolskie,2017,240 000 km,Diesel,1 499 cm3
Ford,TRANSIT COURIER,92 988 PLN,Poznań,Wielkopolskie,2022,1 km,Benzyna,998 cm3
Volkswagen,LT 35,15 900 PLN,Olsztyn,Warmińsko-mazurskie,2002,344 000 km,Diesel,2 461 cm3
Ford,Transit 350 L4,201 351 PLN,Łódź,Łódzkie,2022,1 km,Diesel,1 995 cm3
Evum Motors Evum A-CAR LELLEK,,115 497 PLN,Wrocław,Dolnośląskie,2022,1 km,2022,Elektryczny
Ford,Custom,49 900 PLN,Wilkowice,Wielkopolskie,2016,197 570 km,Diesel,2 198 cm3
Peugeot,BOXER,63 960 PLN,Gdynia,Pomorskie,2016,125 000 km,Diesel,2 198 cm3
Iveco,35S18,85 000 PLN,Luborzyca,Małopolskie,2021,88 400 km,Diesel,2 998 cm3
Iveco,"Daily 35S18, 3.0l 180KM, Pneumat od ręki",200 367 PLN,Wrocław,Dolnośląskie,2022,1 km,Diesel,2 998 cm3
Peugeot,"Boxer podwójna kabina 7 osób skrzynia 3,8",171 831 PLN,Łódź,Łódzkie,2022,1 km,Diesel,2 179 cm3
Ford,TRANSIT,31 900 PLN,Puławy,Lubelskie,Niski przebieg,2009,2 198 cm3,86 000 km
Volkswagen,Crafter,450 180 PLN,Orle,Pomorskie,2022,35 km,Diesel,2 000 cm3
Fiat,Ducato,108 117 PLN,Kobylnica,Wielkopolskie,2019,143 500 km,Diesel,2 287 cm3
Iveco,"DAILY, 35S18HA8/P AutoLaweta, Pomoc Drogowa, Najazd",243 417 PLN,Kobylnica,Pomorskie,2023,1 km,Diesel,2 998 cm3
Opel,Vivaro dubel kabina 5 -osobowy klima 2.5 dci - 150 koni dluga wersja,28 900 PLN,Radoszyce,Świętokrzyskie,2008,289 000 km,Diesel,2 500 cm3
Renault,Trafic,64 900 PLN,Wągrowiec,Wielkopolskie,2017,94 000 km,Diesel,1 598 cm3
Volkswagen,Crafter 2010r 2.5tdi 109ps L2H1 klimatyzacja,35 500 PLN,Zielona Góra,Lubuskie,2010,173 000 km,Diesel,2 461 cm3
Nissan,NV 400 Kontener,57 000 PLN,Błonie,Mazowieckie,2018,313 932 km,Diesel,2 299 cm3
Peugeot,Boxer 2005/06r 28hdi 128ps Maxi,16 500 PLN,Zielona Góra,Lubuskie,2005,230 000 km,Diesel,2 800 cm3
Ford,Transit Connect,49 900 PLN,Łódź,Łódzkie,2018,195 000 km,Diesel,1 499 cm3
Volkswagen,Crafter,49 900 PLN,Nekla,Wielkopolskie,2011,168 200 km,Diesel,2 000 cm3
Iveco,DAILY,53 505 PLN,Leszno,Wielkopolskie,2015,549 478 km,Diesel,2 998 cm3
Renault,Trafic Furgon (blaszak),49 000 PLN,Błonie,Mazowieckie,2018,158 485 km,Diesel,1 598 cm3
Opel,Combo e,125 250 PLN,Krosno,Podkarpackie,2022,1 km,2022,Elektryczny
Mercedes-Benz,Sprinter,67 527 PLN,Rawa Mazowiecka,Łódzkie,2011,359 702 km,Diesel,2 143 cm3
Renault,Master 2.3 DCi  Firana 8 Palet,89 900 PLN,Daleszyce,Świętokrzyskie,2021,380 000 km,Diesel,2 299 cm3
Renault,TRAFIC 5 MIEJSC KLIMATYZACJA,25 900 PLN,Kowale,Pomorskie,2002,350 000 km,Diesel,1 878 cm3
MAN,"Iveco Daily KONTENER 8EP 4,13x2,22x2,20 KLIMA UAL DMC 3500 KG 35S13",76 900 PLN,Poręba,Śląskie,2016,200 809 km,Diesel,2 287 cm3
Fiat,eDucato,289 050 PLN,Bielsko-Biała,Śląskie,2021,1 763 km,2021,Elektryczny
Ford,TRANSIT CONNECT 2014,20 900 PLN,Głogoczów,Małopolskie,2014,175 000 km,Diesel,1 600 cm3
Iveco,Daily 35S14 Kontener + Drzwi + Regały Salon PL,64 500 PLN,Bralin,Wielkopolskie,2017,264 225 km,Diesel,2 300 cm3
Opel,Combo Cargo,192 987 PLN,Wrocław,Dolnośląskie,2022,6 km,2022,Elektryczny
Volkswagen,Crafter,244 647 PLN,Wrocław,Dolnośląskie,2022,5 km,Diesel,1 968 cm3
Renault,Trafic,149 555 PLN,Liszki,Małopolskie,2023,1 km,2023,Diesel
Iveco,75E,59 000 PLN,Sierakowice,Pomorskie,2014,270 916 km,Diesel,4 485 cm3
Renault,MASTER NOWY KONTENER CHŁODNIA -10*C 8 PALET FUNKCJA GRZANIA ZASILANIE 230V KLIMATYZACJA TEMPOMAT LEDY ASO GWARANCJA PRODUCENTA 165KM [ 1359 ],245 877 PLN,Wałbrzych,Dolnośląskie,2022,8 km,2022,Diesel
Ford,"Transit L4H3 *80900zł NETTO* 2,0 TdCi/131KM",99 507 PLN,Goślinowo,Wielkopolskie,2019,170 000 km,Diesel,1 995 cm3
Mercedes-Benz,Sprinter 2.2 Automat KONTENER 8-Palet,116 235 PLN,Jarocin,Wielkopolskie,2018,212 000 km,Diesel,2 200 cm3
Fiat,Ducato L3H2 2.3 *NOWY MODEL* Professional,103 197 PLN,Jarocin,Wielkopolskie,2018,150 000 km,Diesel,2 300 cm3
Toyota,PROACE LONG,166 000 PLN,Leszno,Wielkopolskie,2023,3 km,Diesel,1 997 cm3
Citroën,Jumpy Van XL Brygadowy automat,187 800 PLN,Motycz,Lubelskie,2023,1 km,Diesel,1 997 cm3
Volkswagen,CRAFTER,215 250 PLN,Wiązowna Kościelna,Mazowieckie,2023,756 km,Diesel,2 000 cm3
Mercedes-Benz,Sprinter,36 000 PLN,Kraśnik,Lubelskie,2013,182 000 km,Diesel,2 143 cm3
Mercedes-Benz,410 D,10 000 PLN,Biała Podlaska,Lubelskie,1990,449 271 km,Diesel,2 842 cm3
Fiat,DOBLO,119 187 PLN,Żory,Śląskie,2022,2 km,Diesel,1 499 cm3
Ford,Transit Courier,37 500 PLN,Tarnobrzeg,Podkarpackie,2017,100 000 km,Diesel,1 500 cm3
Ford,Transit Custom L2H1 DCiV 130KM,194 338 PLN,Chorzów,Śląskie,2022,1 km,Diesel,1 996 cm3
Dacia,dokker-van,57 687 PLN,Bielsko-Biała,Śląskie,2019,67 400 km,Diesel,1 461 cm3
Peugeot,BOXER HDI L3H2,41 820 PLN,Bełchatów,Łódzkie,2016,81 000 km,Diesel,1 997 cm3
Renault,TRAFIC 1.6 DCI 115 KM LONG,46 900 PLN,Mszana Górna,Małopolskie,2015,168 300 km,Diesel,1 600 cm3
Iveco,Daily,279 210 PLN,Tychy,Śląskie,2023,10 km,Diesel,3 000 cm3
Citroën,JUMPY,67 900 PLN,Wągrowiec,Wielkopolskie,2019,38 000 km,Diesel,1 499 cm3
Renault,master,163 405 PLN,Liszki,Małopolskie,2022,3 010 km,Diesel,2 299 cm3
Volkswagen,T5 lift,35 000 PLN,Sierakowo,Mazowieckie,2012,247 000 km,Diesel,2 000 cm3
Citroën,Berlingo,65 000 PLN,Kobierzyce,Dolnośląskie,2021,40 000 km,Diesel,1 499 cm3
Volkswagen,Caddy,79 000 PLN,Szczecin,Zachodniopomorskie,2017,61 000 km,Diesel,1 968 cm3
Mercedes-Benz,Vito,6 500 PLN,Lubliniec,Śląskie,1999,340 000 km,1999,Diesel
Ford,TRANSIT COURIER,97 047 PLN,Białystok,Podlaskie,2022,5 km,Diesel,1 496 cm3
Mercedes-Benz,Sprinter,268 731 PLN,Wrocław,Dolnośląskie,2023,3 km,Diesel,1 950 cm3
Ford,TRANSIT COURIER,96 555 PLN,Białystok,Podlaskie,2022,5 km,Diesel,1 496 cm3
Volkswagen,Crafter,445 260 PLN,Orle,Pomorskie,2022,35 km,Diesel,2 000 cm3
Fiat,ducato,31 980 PLN,Świdnica,Dolnośląskie,2008,464 015 km,2008,Diesel
Mercedes-Benz,Sprinter,52 800 EUR,Prudnik,Opolskie,2021,1 km,Diesel,2 987 cm3
Toyota,Proace,97 170 PLN,Nowy Folwark,Wielkopolskie,2019,51 560 km,Diesel,1 997 cm3
Volkswagen,CADDY,18 900 PLN,Warszawa,Mazowieckie,2008,246 000 km,Diesel,1 896 cm3
Toyota,PROACE,69 850 PLN,Szczecin,Zachodniopomorskie,2019,191 726 km,Diesel,1 997 cm3
Iveco,Daily,158 055 PLN,Skorzeszyce,Świętokrzyskie,2019,183 000 km,Diesel,2 998 cm3
Citroën,Wywrotka podwójna kabina,196 677 PLN,Kielce,Świętokrzyskie,2022,2 km,Diesel,2 199 cm3
Mercedes-Benz,Sprinter,24 500 PLN,Wilamowice,Śląskie,2006,378 300 km,Diesel,2 148 cm3
Renault,Master Plandeka z firanką | 607-599-449,196 185 PLN,Kraków,Małopolskie,2023,1 km,Diesel,2 299 cm3
Renault,MASTER*KONTENER​*2.3DCI​*KLIMA​*TELEFON​*TEMPOMAT​*,67 900 PLN,Rybnik,Śląskie,2019,184 679 km,Diesel,2 299 cm3
Opel,Vivaro,79 000 PLN,Wągrowiec,Wielkopolskie,2018,142 000 km,Diesel,1 598 cm3
Volkswagen,Crafter,54 000 PLN,Siedliska,Małopolskie,2009,133 000 km,Diesel,2 500 cm3
Renault,Master,86 000 PLN,Wieluń,Łódzkie,2023,29 000 km,Diesel,2 300 cm3
Opel,MOVANO PLANDEKA 10 PALET WEBASTO KLIMATYZACJA TEMPOMAT LEDY PNEUMATYKA MAŁY PRZEBIEG 165KM [ 270178 ],168 387 PLN,Wałbrzych,Dolnośląskie,2022,94 500 km,Diesel,2 300 cm3
Iveco,35S18V (27510),166 050 PLN,Buk,Wielkopolskie,2021,87 006 km,Diesel,2 998 cm3
Fiat,Ducato,40 590 PLN,Poznań,Wielkopolskie,2016,551 678 km,Diesel,2 200 cm3
Renault,kangoo,25 900 PLN,Białystok,Podlaskie,2016,180 000 km,Diesel,1 461 cm3
Iveco,"IVECO DAILY 35 S 17-3.0 -DOKA 7 OSÓB+3,40m+HAK 3500",54 900 PLN,Większyce,Opolskie,2012,255 100 km,Diesel,2 998 cm3
Iveco,Daily / Pewny partner w biznesie!,238 620 PLN,Płochocin,Mazowieckie,2023,1 km,Diesel,2 998 cm3
Opel,Movano,46 740 PLN,Gdańsk,Pomorskie,2016,210 000 km,Diesel,2 299 cm3
Fiat,"Mobilvetta K-Yacht Tekno Line I86, ALKO - 2023  Ducato Automat",642 000 PLN,Dzierżoniów,Dolnośląskie,2023,1 km,Diesel,2 189 cm3
Peugeot,e-PARTNER FURGON STANDARD 1000 PREMIUM,183 011 PLN,Sosnowiec,Śląskie,2022,2 km,2022,Elektryczny
Fiat,"Carthago C-tourer I148LE -  integra 5 osób, 3500kg",467 900 PLN,Dzierżoniów,Dolnośląskie,2018,45 800 km,Diesel,2 287 cm3
Piaggio,Porter NP 6,135 177 PLN,Łódź,Łódzkie,2022,5 km,2022,Benzyna+LPG
Ford,Courier,96 999 PLN,Opatówek,Wielkopolskie,2022,5 km,Diesel,1 499 cm3
Ford,Transit Courier,29 900 PLN,Bielsko-Biała,Śląskie,2017,260 000 km,Diesel,1 499 cm3
Ford,Transit,34 440 PLN,Praszka,Opolskie,2022,1 km,2022,Diesel
Opel,Movano,59 655 PLN,Hermanów,Łódzkie,2017,71 000 km,Diesel,2 300 cm3
